r2 607540 6e0000 4fe232 910000 510df5 170000 4fd0d4 740000 r1 190000 8e0000 740000 9b0000 910000 fd0000 2b0000 3f0000
r2 675cc7 440000 76f638 950000 54daf4 2b0000 4f8e4a 930000 r1 030000 190000 8e0000 750000 fd0000 2b0000 980000 770000
r2 72997e 440000 66b4a1 750000 5399bc 2b0000 309fbf 740000 r1 740000 030000 190000 3f0000 2b0000 980000 e40000 f40000
r2 6ae085 6a0000 581f45 750000 5f10f6 1b0000 2722c4 4d0000 r1 f80000 740000 030000 770000 980000 e40000 930000 2c0000
r2 75a1fc 740000 619d3a 740000 6294b4 120000 3d46fa 6f0000 r1 4d0000 f80000 740000 f40000 e40000 930000 4a0000 0d0000
r2 971570 760000 714aff 930000 3bc3b5 1b0000 67c7ca a60000 r1 2e0000 4d0000 f80000 2c0000 930000 4a0000 e30000 a60000
r2 670005 820000 6dca5e 740000 2db513 2c0000 6a0c73 760000 r1 a60000 2e0000 4d0000 0d0000 4a0000 e30000 6f0000 fd0000
r2 22ffba 820000 77320b 4d0000 4759ea 490000 6d33ec 730000 r1 1a0000 a60000 2e0000 a60000 e30000 6f0000 ca0000 f20000
r2 293641 230000 90e840 6f0000 7981d8 490000 86c8dc 730000 r1 0e0000 1a0000 a60000 fd0000 6f0000 ca0000 760000 170000
r2 3d4b67 230000 6361b9 a60000 77bd03 730000 94cefa 730000 r1 300000 0e0000 1a0000 f20000 ca0000 760000 730000 e00000
r2 5655dc 320000 22ffba 760000 720239 760000 97e6e2 ab0000 r1 370000 300000 0e0000 170000 760000 730000 e50000 e90000
r2 70b1ed 480000 293641 730000 8e40f1 6b0000 8d0dfa 940000 r1 510000 370000 300000 e00000 730000 e50000 6b0000 d80000
r2 83d779 510000 3ca7ae 730000 a43da8 6b0000 9e9ee3 940000 r1 f10000 510000 370000 e90000 e50000 6b0000 ab0000 700000
r2 7e85e5 6d0000 533a5a 730000 aa80a3 6b0000 9f9b6e cc0000 r1 4a0000 f10000 510000 d80000 6b0000 ab0000 cc0000 940000
r2 7dae39 6d0000 6aced1 ab0000 9b2966 ab0000 818979 b10000 r1 470000 4a0000 f10000 700000 ab0000 cc0000 040000 f60000
r2 8b18a5 4e0000 7d2685 940000 a479a2 780000 73727a ac0000 r1 da0000 470000 4a0000 940000 cc0000 040000 f90000 df0000
r2 8cbdac 7c0000 75a102 940000 a743dc 4a0000 548639 850000 r1 850000 da0000 470000 f60000 040000 f90000 5b0000 b10000
r2 86efde 850000 754b74 cc0000 90a689 4a0000 4d3843 990000 r1 990000 850000 da0000 df0000 f90000 5b0000 260000 ac0000
r2 7e75d7 7c0000 87c3f0 b10000 849dc7 260000 46bb1b 960000 r1 5a0000 990000 850000 b10000 5b0000 260000 200000 f70000
r2 5fdb5b 710000 89616d ac0000 619e8a 200000 3437f8 660000 r1 960000 5a0000 990000 ac0000 260000 200000 a90000 a50000
r2 4f1c3a 960000 8265e8 850000 5eec17 1f0000 2d9768 5d0000 r1 0a0000 960000 5a0000 f70000 200000 a90000 c60000 070000
r2 591f43 450000 7f014c 990000 57043c 0f0000 2e8fdc 5d0000 r1 1f0000 0a0000 960000 a50000 a90000 c60000 660000 5d0000
r2 579697 5e0000 65e32f 960000 40e3f6 0a0000 62047c 630000 r1 ad0000 1f0000 0a0000 070000 c60000 660000 0a0000 fa0000
r2 573418 450000 4f2e6b 660000 3b79f7 0a0000 5df764 420000 r1 420000 ad0000 1f0000 5d0000 660000 0a0000 8a0000 360000
r2 4f4fb0 5e0000 578466 5d0000 3db4f3 820000 2f76f2 350000 r1 630000 420000 ad0000 fa0000 0a0000 8a0000 de0000 250000
r2 3b6843 5e0000 552d0f 5d0000 695bf0 150000 1157b6 0d0000 r1 1d0000 630000 420000 360000 8a0000 de0000 0d0000 a70000
r2 518dc9 610000 240ecc 740000 8bad4a 750000 7d7973 740000 r1 970000 420000 c90000 740000 9b0000 750000 3f0000 190000
r2 5cf51c 610000 5bbe8b 8e0000 819086 770000 8c3898 770000 r1 bf0000 970000 420000 8e0000 750000 3f0000 770000 030000
r2 6c6c4e 6a0000 5f2cfb 750000 757b50 8d0000 68216f 740000 r1 1f0000 bf0000 970000 190000 3f0000 770000 f40000 740000
r2 726608 6a0000 572b3e 750000 7ad1ce 930000 4aa715 4d0000 r1 ce0000 1f0000 bf0000 030000 770000 f40000 2c0000 f80000
r2 7af780 6a0000 60c6de 740000 8a71cf 2c0000 602f99 a60000 r1 e90000 ce0000 1f0000 740000 f40000 2c0000 0d0000 4d0000
r2 81fefc 760000 6bb664 770000 6f5e07 4a0000 9b9125 a60000 r1 3c0000 e90000 ce0000 f80000 2c0000 0d0000 a60000 2e0000
r2 6548cd 820000 7164ba 740000 50120e 6f0000 929cd8 230000 r1 ad0000 3c0000 e90000 4d0000 0d0000 a60000 fd0000 a60000
r2 3cade8 820000 7af780 4d0000 60662c ca0000 79bab5 230000 r1 230000 ad0000 3c0000 2e0000 a60000 fd0000 f20000 1a0000
r2 384147 610000 81fefc a60000 97f2d9 760000 8d869a 320000 r1 060000 230000 ad0000 a60000 fd0000 f20000 170000 0e0000
r2 3b1c62 610000 69b0ab a60000 900df4 830000 a5aacc 510000 r1 810000 060000 230000 1a0000 f20000 170000 e00000 300000
r2 5003cd 320000 475110 230000 781f05 b50000 bb6743 700000 r1 320000 810000 060000 0e0000 170000 e00000 e90000 370000
r2 651017 480000 3e7c91 230000 85c154 d80000 b0170b 940000 r1 0d0000 320000 810000 300000 e00000 e90000 d80000 510000
r2 72cba4 6a0000 3b1c62 320000 96d363 d70000 a5edd3 940000 r1 c40000 0d0000 320000 370000 e90000 d80000 700000 f10000
r2 68df39 7b0000 51ca96 510000 afcdca ab0000 b7b32c 940000 r1 b30000 c40000 0d0000 510000 d80000 700000 940000 4a0000
r2 689285 7b0000 689208 700000 aaa6d2 b80000 b80da4 8f0000 r1 0f0000 b30000 c40000 f10000 700000 940000 f60000 470000
r2 7e2e0d 6d0000 75328c 940000 a0ad20 bb0000 ae10d5 990000 r1 110000 0f0000 b30000 4a0000 940000 f60000 df0000 da0000
r2 7f15a0 7c0000 6c7b62 940000 b6d9b3 b10000 897ba5 8f0000 r1 8f0000 110000 0f0000 470000 f60000 df0000 b10000 850000
r2 7770a5 7c0000 6bb02a 940000 b942e5 ac0000 8c9460 960000 r1 5a0000 8f0000 110000 da0000 df0000 b10000 ac0000 990000
r2 8653af 7c0000 7d8a54 8f0000 ae10d5 630000 88a643 5a0000 r1 030000 5a0000 8f0000 850000 b10000 ac0000 f70000 5a0000
r2 90d6e2 710000 7e2e0d 990000 8ce67b a50000 6a6a85 450000 r1 410000 030000 5a0000 990000 ac0000 f70000 a50000 960000
r2 751b1b b90000 7770a5 8f0000 8dca1e 630000 5e8a92 5d0000 r1 f90000 410000 030000 5a0000 f70000 a50000 070000 0a0000
r2 631ddf b90000 88d062 960000 8cec38 5d0000 6015de 5d0000 r1 450000 f90000 410000 960000 a50000 070000 5d0000 1f0000
r2 520596 960000 9c99a7 5a0000 6ef1db 5d0000 7013f1 5e0000 r1 5e0000 450000 f90000 0a0000 070000 5d0000 fa0000 ad0000
r2 5dff44 500000 84be8f 450000 5f2e4b 660000 6f1710 420000 r1 5e0000 5e0000 450000 1f0000 5d0000 fa0000 360000 420000
r2 6382fe 5e0000 6986e2 5d0000 5f2e4b 8a0000 49e94b 420000 r1 420000 5e0000 5e0000 ad0000 fa0000 360000 250000 630000
r2 4c3ed5 5e0000 53209f 5d0000 6b84bb 820000 1d914e 1b0000 r1 680000 420000 5e0000 420000 360000 250000 a70000 1d0000
r2 57ff50 460000 2122d0 020000 89e681 750000 746921 440000 r1 120000 6e0000 670000 c90000 740000 8e0000 190000 970000
r2 5fb7cc 460000 4c67a4 6e0000 808d6b 750000 7f5c97 6a0000 r1 440000 120000 6e0000 420000 8e0000 190000 030000 bf0000
r2 65c117 460000 512e67 6e0000 74ff16 740000 7c085f 740000 r1 6a0000 440000 120000 970000 190000 030000 740000 1f0000
r2 6873e0 610000 52b9b3 440000 746921 930000 5d26c5 760000 r1 610000 6a0000 440000 bf0000 030000 740000 f80000 ce0000
r2 73d00f 5e0000 5b75c7 440000 7c8c23 740000 6e422b 820000 r1 760000 610000 6a0000 1f0000 740000 f80000 4d0000 e90000
r2 7f15a0 610000 63ff38 6a0000 7a0b03 4d0000 98a679 820000 r1 820000 760000 610000 ce0000 f80000 4d0000 2e0000 3c0000
r2 7453d3 760000 65c117 740000 5d26c5 6f0000 75bd5d 230000 r1 8d0000 820000 760000 e90000 4d0000 2e0000 a60000 ad0000
r2 6441c2 820000 70d96c 760000 73c958 a60000 5296a1 230000 r1 9d0000 8d0000 820000 3c0000 2e0000 a60000 1a0000 230000
r2 5d7696 610000 7de0dc 820000 9c8f00 760000 557ffd 320000 r1 190000 9d0000 8d0000 ad0000 a60000 1a0000 0e0000 060000
r2 51a4e4 740000 7453d3 820000 6d65bc 730000 5f9854 480000 r1 950000 190000 9d0000 230000 1a0000 0e0000 300000 810000
r2 5ffca0 740000 659b65 230000 44a64e 730000 7fa6ab 510000 r1 480000 950000 190000 060000 0e0000 300000 370000 320000
r2 6fc73d 6e0000 641019 230000 494832 730000 936643 6d0000 r1 6a0000 480000 950000 810000 300000 370000 510000 0d0000
r2 73b971 6e0000 5afa60 320000 578f0d ab0000 93fed8 6d0000 r1 a60000 6a0000 480000 320000 370000 510000 f10000 c40000
r2 6f5fd4 6e0000 641726 480000 774e10 940000 a73618 4e0000 r1 6d0000 a60000 6a0000 0d0000 510000 f10000 4a0000 b30000
r2 73b971 630000 6f41ac 510000 8f34f8 940000 aa5217 7c0000 r1 4e0000 6d0000 a60000 c40000 f10000 4a0000 470000 0f0000
r2 7d94fb 6d0000 70b65a 6d0000 93fed8 cc0000 a39f56 850000 r1 980000 4e0000 6d0000 b30000 4a0000 470000 da0000 110000
r2 864d75 7f0000 6cf64c 6d0000 a19530 b10000 9450f3 7c0000 r1 7c0000 980000 4e0000 0f0000 470000 da0000 850000 8f0000
r2 904f2e 810000 73f004 4e0000 a2ec89 ac0000 91b2fb 710000 r1 710000 7c0000 980000 110000 da0000 850000 990000 5a0000
r2 a158e0 b10000 7e3d21 7c0000 9f4bf3 850000 882a5f 960000 r1 b10000 710000 7c0000 8f0000 850000 990000 5a0000 030000
r2 bcb8df b70000 8a9241 850000 93f89e 990000 6793d7 450000 r1 fb0000 b10000 710000 5a0000 990000 5a0000 960000 410000
r2 b22bd8 c20000 9a9c4b 7c0000 921bb4 960000 5b102b 5e0000 r1 b90000 fb0000 b10000 030000 5a0000 960000 0a0000 f90000
r2 8cc686 c20000 a905bb 710000 81ebf8 660000 5cff46 450000 r1 2c0000 b90000 fb0000 410000 960000 0a0000 1f0000 450000
r2 70636c b60000 be442b 960000 5fff40 5d0000 5f4c73 5e0000 r1 960000 2c0000 b90000 f90000 0a0000 1f0000 ad0000 5e0000
r2 74ad78 960000 b5598b 450000 58b7da 5d0000 4ecf09 5e0000 r1 3e0000 960000 2c0000 450000 1f0000 ad0000 420000 5e0000
r2 78512b 960000 94f74c 5e0000 5cff46 630000 3d8984 680000 r1 930000 3e0000 960000 5e0000 ad0000 420000 630000 420000
r2 596c74 930000 7b6746 450000 5ecbcc 420000 2331e0 1d0000 r1 c10000 930000 3e0000 5e0000 420000 630000 1d0000 680000
r2 5a4b2d 4e0000 2b9d29 020000 5c9610 750000 605b85 6a0000 r1 460000 610000 2a0000 670000 c90000 420000 970000 120000
r2 60d83c 770000 4ca004 420000 752f6f 750000 6a5d3e 6a0000 r1 f80000 460000 610000 6e0000 420000 970000 bf0000 440000
r2 5f165d 770000 54a1c1 610000 627bf3 740000 730237 6a0000 r1 7b0000 f80000 460000 120000 970000 bf0000 1f0000 6a0000
r2 503a60 770000 62b359 610000 580d14 770000 67196a 760000 r1 280000 7b0000 f80000 440000 bf0000 1f0000 ce0000 610000
r2 55d685 3b0000 67553d 6a0000 65a58f 740000 7f6e4b 820000 r1 280000 280000 7b0000 6a0000 1f0000 ce0000 e90000 760000
r2 5f3a42 3b0000 5ecfbc 6a0000 7215ba 4d0000 971570 820000 r1 ab0000 280000 280000 610000 ce0000 e90000 3c0000 820000
r2 607c4d 380000 4a0289 6a0000 6b385d a60000 531525 610000 r1 2c0000 ab0000 280000 760000 e90000 3c0000 ad0000 8d0000
r2 62f026 380000 4d9ce5 760000 7eb9d8 a60000 22ffba 610000 r1 610000 2c0000 ab0000 820000 3c0000 ad0000 230000 9d0000
r2 6f62f1 560000 53bcce 820000 90e840 230000 2bc915 320000 r1 740000 610000 2c0000 8d0000 ad0000 230000 060000 190000
r2 6ad1ee 610000 584424 820000 508641 230000 41f942 480000 r1 210000 740000 610000 9d0000 230000 060000 810000 950000
r2 5fe6d5 740000 607b7a 610000 22ffba 320000 5a173a 6a0000 r1 1e0000 210000 740000 190000 060000 810000 320000 480000
r2 677215 470000 6d7a10 610000 2bc915 510000 764d95 7b0000 r1 6e0000 1e0000 210000 950000 810000 320000 0d0000 6a0000
r2 67b989 530000 680c77 320000 4111af 700000 83d779 7b0000 r1 8b0000 6e0000 1e0000 480000 320000 0d0000 c40000 a60000
r2 62ff3a 6e0000 5a102d 480000 5655dc 940000 7c51f6 6d0000 r1 7b0000 8b0000 6e0000 6a0000 0d0000 c40000 b30000 6d0000
r2 7206a6 590000 64bb5c 6a0000 702e29 940000 807260 7c0000 r1 590000 7b0000 8b0000 a60000 c40000 b30000 0f0000 4e0000
r2 8ace14 630000 67039f 7b0000 7d2685 940000 8cbdac 7c0000 r1 f60000 590000 7b0000 6d0000 b30000 0f0000 110000 980000
r2 a726ae 7f0000 614802 7b0000 72835d 8f0000 8b18a5 7c0000 r1 c10000 f60000 590000 4e0000 0f0000 110000 8f0000 7c0000
r2 b93fc8 c10000 710558 6d0000 799019 990000 86dbe0 710000 r1 4f0000 c10000 f60000 980000 110000 8f0000 5a0000 710000
r2 bf13d0 c10000 8f5a54 7c0000 89616d 8f0000 7b0f18 b90000 r1 b50000 4f0000 c10000 7c0000 8f0000 5a0000 030000 b10000
r2 c3350d c20000 aeb87e 7c0000 87c3f0 960000 57fd83 b90000 r1 c20000 b50000 4f0000 710000 5a0000 030000 410000 fb0000
r2 bd0610 c70000 bba393 7c0000 81ca36 5a0000 534c8b 960000 r1 c70000 c20000 b50000 b10000 030000 410000 f90000 b90000
r2 a57af0 c20000 c089ce 710000 7e75d7 450000 57587a 500000 r1 b00000 c70000 c20000 fb0000 410000 f90000 450000 2c0000
r2 9b8211 b60000 c3b5b4 b90000 5c40ff 5d0000 59771b 5e0000 r1 500000 b00000 c70000 b90000 f90000 450000 5e0000 960000
r2 a052a8 830000 bd0610 b90000 536646 5d0000 5463a4 5e0000 r1 4c0000 500000 b00000 2c0000 450000 5e0000 5e0000 3e0000
r2 89cb76 d10000 a4214d 960000 550123 5e0000 50059a 700000 r1 d10000 4c0000 500000 960000 5e0000 5e0000 420000 930000
r2 5de979 830000 9dca7b 500000 57c283 420000 32286b 250000 r1 250000 d10000 4c0000 3e0000 5e0000 420000 680000 c10000
r2 848506 660000 394702 070000 322a38 6e0000 523182 460000 r1 1c0000 140000 4e0000 2a0000 670000 6e0000 120000 460000
r2 716a77 bf0000 5c0e5c 4e0000 5edc30 440000 60c6de 610000 r1 f10000 1c0000 140000 610000 6e0000 120000 440000 f80000
r2 5f2c7e 600000 78af3d 460000 5c30f1 440000 6d6d9c 5e0000 r1 410000 f10000 1c0000 460000 120000 440000 6a0000 7b0000
r2 42757c 770000 8a1f37 460000 5812d1 6a0000 7373ca 610000 r1 5e0000 410000 f10000 f80000 440000 6a0000 610000 280000
r2 4346ee 410000 6f1aaa 460000 637a24 740000 7d0690 760000 r1 3b0000 5e0000 410000 7b0000 6a0000 610000 760000 280000
r2 3e99e6 5e0000 5f99a4 610000 6c6c4e 760000 81fefc 820000 r1 d20000 3b0000 5e0000 280000 610000 760000 820000 ab0000
r2 4f7a4c 3e0000 458c91 5e0000 72bde0 820000 596417 610000 r1 380000 d20000 3b0000 280000 760000 820000 8d0000 2c0000
r2 69d7ad 560000 4738a5 610000 7d0690 820000 3cade8 740000 r1 310000 380000 d20000 ab0000 820000 8d0000 9d0000 610000
r2 7da16f 6c0000 415606 760000 81fefc 230000 366c3d 740000 r1 ea0000 310000 380000 2c0000 8d0000 9d0000 190000 740000
r2 7833d6 9b0000 540e6c 820000 5f9f61 230000 3ee2aa 6e0000 r1 9f0000 ea0000 310000 610000 9d0000 190000 950000 210000
r2 5ee4b4 9b0000 702cd9 610000 475110 320000 5355e2 6e0000 r1 e40000 9f0000 ea0000 740000 190000 950000 480000 1e0000
r2 5fb999 950000 863b44 740000 3ad41b 480000 6915cc 6e0000 r1 950000 e40000 9f0000 210000 950000 480000 6a0000 6e0000
r2 6932a4 530000 81aa41 740000 3ee2aa 510000 72cba4 630000 r1 150000 950000 e40000 1e0000 480000 6a0000 a60000 8b0000
r2 609852 770000 66bbae 6e0000 55d925 6d0000 64c2e6 6d0000 r1 520000 150000 950000 6e0000 6a0000 a60000 6d0000 7b0000
r2 700ce4 630000 605d52 6e0000 6c44cf 6d0000 6e42fe 7f0000 r1 630000 520000 150000 8b0000 a60000 6d0000 4e0000 590000
r2 9b5cdc 690000 6ad021 6e0000 75328c 4e0000 7f15a0 810000 r1 7f0000 630000 520000 7b0000 6d0000 4e0000 980000 f60000
r2 c8f834 7f0000 6206c6 630000 68df39 7c0000 7e2e0d b10000 r1 810000 7f0000 630000 590000 4e0000 980000 7c0000 c10000
r2 c8bdb1 c70000 70a746 6d0000 7076ed 850000 758d81 b70000 r1 ea0000 810000 7f0000 f60000 980000 7c0000 710000 4f0000
r2 c298de e70000 9bca02 7f0000 7e2e0d 7c0000 8f297e c20000 r1 b70000 ea0000 810000 c10000 7c0000 710000 b10000 b50000
r2 c49000 b70000 cc45dc 810000 7d8a54 710000 88b2b7 c20000 r1 ce0000 b70000 ea0000 4f0000 710000 b10000 fb0000 c20000
r2 bd5f38 ce0000 cbc758 b10000 758d81 960000 7521ab b60000 r1 d60000 ce0000 b70000 b50000 b10000 fb0000 b90000 c70000
r2 ae3af4 b60000 c1fd2c b70000 92ae0f 450000 5ba136 960000 r1 b60000 d60000 ce0000 c20000 fb0000 b90000 2c0000 b00000
r2 b0e0f3 c90000 c469d1 c20000 96d826 5e0000 558787 960000 r1 ef0000 b60000 d60000 c70000 b90000 2c0000 960000 500000
r2 bf408f b60000 bd8417 c20000 8300c7 450000 5dff44 930000 r1 f40000 ef0000 b60000 b00000 2c0000 960000 3e0000 4c0000
r2 9370ea d80000 b3c398 b60000 60b6f7 5e0000 65cbbe 930000 r1 fd0000 f40000 ef0000 500000 960000 3e0000 930000 d10000
r2 5f12c3 ce0000 b6808b 960000 564fa2 5e0000 3f60b1 250000 r1 460000 fd0000 f40000 4c0000 3e0000 930000 c10000 250000
r2 99685a b60000 5051f8 1c0000 2cd1ed 610000 58e6e3 770000 r1 f90000 da0000 d60000 4e0000 2a0000 610000 460000 1c0000
r2 70fdce b60000 916d54 4e0000 4dcdbb 610000 61a2f7 770000 r1 770000 f90000 da0000 140000 610000 460000 f80000 f10000
r2 689dff 770000 a420d0 4e0000 512e67 6a0000 658a84 3b0000 r1 1f0000 770000 f90000 1c0000 460000 f80000 7b0000 410000
r2 57ca8a 820000 9a232e 770000 535d6c 6a0000 69df37 3b0000 r1 890000 1f0000 770000 f10000 f80000 7b0000 280000 5e0000
r2 59786b 600000 7415b6 770000 5e2c80 6a0000 7682d8 380000 r1 240000 890000 1f0000 410000 7b0000 280000 280000 3b0000
r2 51895c 710000 6becf7 770000 63b207 760000 7fefec 380000 r1 360000 240000 890000 5e0000 280000 280000 ab0000 d20000
r2 647298 560000 5c41d2 3b0000 66e894 820000 6eaa67 560000 r1 560000 360000 240000 3b0000 280000 ab0000 2c0000 380000
r2 7c344b 6c0000 5d15e4 3b0000 73d00f 820000 659b65 610000 r1 210000 560000 360000 d20000 ab0000 2c0000 610000 310000
r2 83574f 6c0000 55831a 380000 7f15a0 610000 58bd41 740000 r1 ac0000 210000 560000 380000 2c0000 610000 740000 ea0000
r2 6fae55 880000 66a8aa 380000 6eaa67 610000 536dd0 470000 r1 000000 ac0000 210000 310000 610000 740000 210000 9f0000
r2 63f247 2c0000 7adaa8 560000 678446 320000 636776 530000 r1 440000 000000 ac0000 ea0000 740000 210000 1e0000 e40000
r2 5eff42 440000 798b2f 610000 60b91a 480000 717ca8 6e0000 r1 470000 440000 000000 9f0000 210000 1e0000 6e0000 950000
r2 6c4f76 470000 5ec4bf 740000 5bf034 6a0000 72f156 590000 r1 530000 470000 440000 e40000 1e0000 6e0000 8b0000 150000
r2 6215da 770000 5af3d0 470000 6681a8 7b0000 6ead84 630000 r1 c00000 530000 470000 950000 6e0000 8b0000 7b0000 520000
r2 6e55ac 550000 5dca7e 530000 7076ed 7b0000 7682d8 7f0000 r1 220000 c00000 530000 150000 8b0000 7b0000 590000 630000
r2 977b0c 690000 6b50c8 6e0000 6f9b51 6d0000 7db95d c10000 r1 200000 220000 c00000 520000 7b0000 590000 f60000 7f0000
r2 cacfde 690000 60ada0 590000 6cf8ec 7c0000 89b6a5 c10000 r1 e70000 200000 220000 630000 590000 f60000 c10000 810000
r2 c2adaf c70000 6cc576 630000 76d009 7c0000 8fa14b c20000 r1 e90000 e70000 200000 7f0000 f60000 c10000 4f0000 ea0000
r2 b57663 b00000 9544fa 7f0000 7e7097 7c0000 a95d93 c70000 r1 fb0000 e90000 e70000 810000 c10000 4f0000 b50000 b70000
r2 afc80d a50000 c6e757 c10000 8f6551 710000 bcb8df c20000 r1 150000 fb0000 e90000 ea0000 4f0000 b50000 c20000 ce0000
r2 a239bc a70000 bbdf10 c10000 9a6e92 b90000 adccfb b60000 r1 cf0000 150000 fb0000 b70000 b50000 c20000 c70000 d60000
r2 a68fbf 770000 b0e1c6 c20000 af3e8c b90000 837744 830000 r1 120000 cf0000 150000 ce0000 c20000 c70000 b00000 b60000
